person_id,call_count_with_suspects,night_movements_hours,gps_zone_visits,encrypted_app_usage_hours,social_media_threat_score,vpn_usage,device_changes_last_30_days,suspicious_contacts_count,avg_call_duration_min,microphone_activation_events,camera_activation_events,account_login_failures,location_change_frequency,suspicious,last_activity_time,related_person_ids,military_zone_proximity_score
548,4,3.802959455472518,8,0.745532241916204,0.838812522043247,0,1,2,1.5037626423546062,1,0,3,1.1962411667140143,0,2025-06-05 05:30:46.134045,"9451,3042",5.0493571582686485
549,4,0.8282546983537014,7,1.295603545688126,0.6109426251343064,1,3,2,1.4316367221513673,0,0,0,0.0,0,2025-05-19 14:36:46.134045,"3220,2727,7804",1.6082814382236632
550,3,2.1558906283815875,4,1.3456851614412517,0.5086779247574513,0,1,2,5.641107799337048,0,2,4,1.0145328375970777,0,2025-05-23 10:30:46.134045,"7115,9114,5163,9327,8944",3.2813135324810396
551,2,1.2917236616631933,0,1.8609298416333673,0.249580683828736,1,0,1,5.512274769643237,0,0,3,0.7060358287295484,0,2025-05-20 16:14:46.134045,"142,811,1533,283",0.3932309194941039
552,5,1.0631657611424479,2,0.3427283226697362,0.4337532485406709,0,2,2,3.32902954908313,0,0,2,1.2191537178196157,0,2025-05-22 15:31:46.134045,"5993,2656,4622,915,9162",2.9539307126056062
553,1,2.7416570827032594,7,1.1369635635083766,0.6200628083546562,0,0,2,3.7530960857010207,1,0,0,0.09720173420949474,0,2025-05-28 14:09:46.134045,"7615,3195",1.5431403479030916
554,7,1.794464088337462,6,0.8351104721434022,0.0718816535120469,1,3,2,2.4275967462379544,0,0,3,1.0110913816983316,0,2025-06-04 16:25:46.134045,3223,4.5168195999469525
555,3,2.4058864654196976,7,0.4973069737568375,0.36071493657994314,0,1,4,2.778235945127301,1,1,2,0.4797661413575053,0,2025-05-27 01:31:46.134045,"1537,7751,7361",3.2683453727153684
556,4,0.0,0,1.0269586837190856,0.23950365174781496,0,0,2,0.44958191255431856,0,0,4,1.0748660192164508,0,2025-06-02 19:02:46.134045,"6152,321,6715",1.8632047398433564
557,2,2.5031197819620603,1,4.5553016399079365,0.6465149062621776,0,0,3,3.041904993488987,0,2,0,1.3619236741447547,0,2025-05-15 15:47:46.134045,"4888,300,199",6.009808759253829
558,0,1.2794040881836668,9,4.460514374097615,0.6062690079619933,1,2,5,3.2103844608658383,2,1,2,1.2747296552007155,1,2025-06-01 01:13:46.134045,"4377,7882",2.067943093689799
559,4,0.12114804884173136,6,0.49029420512696503,0.2994154946451709,0,1,2,6.106985380479457,2,0,2,1.466272078619347,0,2025-05-30 12:26:46.134045,"6762,6808",3.734908793591848
560,3,3.884739554787176,4,3.2339288832476765,0.04163072210686514,0,1,1,5.255823964678971,0,0,0,1.544059086678541,0,2025-05-21 06:08:46.134045,"5980,9013,8135",4.499689104171634
561,4,2.601013526494627,4,3.140369232325975,0.1828127508067824,1,1,2,3.827559630855744,3,2,0,1.325292818505365,1,2025-05-13 23:17:46.134045,"6415,5811",2.0034997732786026
562,3,2.227277412679598,9,0.43069263381881934,0.1600620755949096,0,0,1,1.5912226646456893,2,1,4,0.7498977990902838,0,2025-06-02 22:22:46.134045,"6837,2257,6759,6211,1045",2.4580196201899693
563,1,3.2494188497398655,8,1.3705065485144798,0.568394334962377,1,1,4,2.278617878333783,1,0,1,0.04229637626197502,0,2025-05-16 07:30:46.134045,"8808,3738,5281,1358,5399",6.795800583612762
564,0,2.247569281388536,0,3.0595901867795536,0.16929145635436993,1,0,3,2.6746661033924117,1,0,4,1.3274441021482453,0,2025-05-23 19:22:46.134045,"8560,112,1179",3.495025912959558
565,3,1.2013859898563939,4,1.085393505715409,0.48233435427289817,0,0,1,4.549824217801699,1,1,3,1.235017284125988,0,2025-05-30 14:09:46.134045,"5237,2141,2943,3535,1272",1.6256809134380987
566,2,1.8250323895176228,6,0.6925044014655438,0.6145288373231816,0,1,2,0.5233049253602129,3,0,4,0.648100844341789,0,2025-05-31 16:37:46.134045,5763,1.636527283184808
567,6,1.3216337868079475,4,1.5781030989646672,0.8795655829997133,0,0,2,2.7025620646766333,1,3,3,0.8825327428155824,1,2025-06-03 13:36:46.134045,"154,5004,7525",3.0607205069542864
568,2,1.4996471071752904,9,0.2838834270876342,0.24502756297339012,0,0,0,2.923650904147376,0,0,0,1.8117047110141693,0,2025-05-13 09:01:46.134045,"2404,6789,9572,5595",3.865523968274606
569,4,0.7422963341407587,6,0.2646250243248948,0.1859129362492632,0,0,2,0.7906412087336046,0,0,1,1.5217201303366714,0,2025-05-29 19:52:46.134045,"2655,111,4850",2.1916685584695825
570,3,1.0299794241996805,0,2.681467105510739,0.1732538331330602,1,0,2,4.429794492172282,0,0,2,1.632540601505069,0,2025-05-18 13:09:46.134045,3626,2.8544802519648753
571,7,2.894585532668675,4,0.06416541243037649,0.3604293095120823,0,0,1,0.0,1,3,2,1.2780604406680616,0,2025-05-08 04:04:46.134045,"936,4275",2.7670704338391596
572,5,2.3320754388032476,5,2.4416318076429553,0.6491812193185408,0,0,1,2.6748827729296245,1,0,1,0.21597108733923798,0,2025-06-04 09:51:46.134045,5135,3.126361019400872
573,4,1.4969869474684914,5,0.5147798228690048,0.671862420719731,0,1,5,2.944998227074852,1,3,4,1.9081843227222413,1,2025-05-28 02:32:46.134045,"3089,1839,2556,2521",3.249977398440133
574,1,0.9719681355368648,3,0.9899240384271824,0.21096190065662423,0,0,1,5.1521821406576125,1,1,4,0.5863367615429198,0,2025-05-13 08:18:46.134045,"739,3950,781",3.1354201307875034
575,6,1.594603021192067,4,1.1762993381781304,0.131233451860838,0,0,1,4.046520467163354,1,2,4,0.11990479180129554,0,2025-05-28 18:31:46.134045,"8661,3386",6.127670477767321
576,1,0.31615019703293123,7,2.1855212709182323,0.4486779337285698,0,1,1,0.27880260784276256,2,2,4,1.025192292914582,0,2025-05-13 06:09:46.134045,"3679,5240",2.243671289070886
577,2,2.1266305994243524,5,3.229412374090491,0.1411912819562925,0,1,2,1.6254907606142062,0,1,3,0.7527322580150226,0,2025-05-29 17:59:46.134045,"6988,5775,9864,111,7560",1.7773499701769226
578,1,2.9454714819925645,0,2.4461771564457004,0.8129207449497415,1,0,2,0.7117485128533261,1,2,0,0.6783376834979818,0,2025-05-27 00:50:46.134045,"8134,7708",0.6359106899964548
579,3,4.366972660059023,4,1.2741534291315797,0.08388144748525073,0,0,2,2.844123630628908,0,2,2,0.3834614025270374,0,2025-05-08 19:27:46.134045,"6920,505,1778,7545,7204",3.958937725711361
580,2,0.8967412774358816,6,0.6415975261031951,0.7520933221797597,0,1,1,1.8525849884297532,1,0,0,1.172593437201136,0,2025-05-24 11:06:46.134045,"1703,6437",2.3689098266184896
581,1,2.903802445950609,7,1.1215882443274685,0.04264791551779734,0,1,1,2.678606334903264,0,1,0,0.8288056274339843,0,2025-05-21 17:56:46.134045,"7919,9197,7882,1860,8947",6.574269897598058
582,0,1.2927885543021242,3,0.045722344530967775,0.8069841159949945,0,0,1,1.3438548037113431,2,0,3,0.8967597242599638,0,2025-06-02 20:12:46.134045,"1747,3089,4268",1.4798320885291876
583,1,0.8715437099489876,1,0.421516788973684,0.627151675589833,0,1,1,1.9200289634685117,2,0,2,1.2626597729274054,0,2025-06-06 12:50:46.134045,"3508,8352,6467,2759,9573",1.4205774314028254
584,1,0.8711018711440233,3,0.6839271167718028,0.32237310585828616,0,1,4,4.124382262805688,1,0,2,0.6540915153244351,0,2025-06-06 01:29:46.134045,"3248,9714,66",0.8526293889658565
585,5,2.140735726426967,5,0.5779523280896353,0.4055184947646141,0,0,0,4.131774311790628,4,3,3,1.2681060876719348,1,2025-05-27 22:53:46.134045,"3292,6947,9374",0.8067590097043129
586,2,1.0692063763067305,5,0.14997407087054915,0.6736172405573119,0,0,3,1.548319017407733,1,1,0,0.4229502960886238,0,2025-05-26 18:42:46.134045,"1573,304",2.994005510867947
587,6,1.393154228706515,5,0.0781310692488232,0.18562814400131378,0,1,4,0.0,1,0,0,1.1026757102237994,0,2025-05-17 06:06:46.134045,5004,0.8927782390299159
588,2,1.5595986692627382,0,0.8189404710311204,0.890320669089437,0,1,1,4.667654254684022,2,0,0,0.40783029834878726,0,2025-05-21 16:31:46.134045,"9811,1041,507,3557,9404",0.4817736288665292
589,5,1.2600321601010893,6,0.11661762296687747,0.48288713419189466,0,0,3,2.9373256893504833,1,0,1,1.2712006778544707,0,2025-05-12 00:30:46.134045,"9041,4825,7489,3345",2.6841029006900192
590,2,1.1874154473008542,6,0.5057456364373571,0.7601394943946658,1,0,1,2.0495130230051917,3,0,2,0.9869374215736785,0,2025-05-08 20:55:46.134045,"9892,1897,9515,5305,230",1.379615331029819
591,1,0.0,4,0.9660374894268601,0.5066960257744356,0,0,4,1.270905540897592,0,3,2,1.0838737017610196,0,2025-05-19 01:49:46.134045,8272,0.9546091421532095
592,1,2.086953290111869,3,0.35350996668817203,0.45227922846496804,0,0,1,2.5315056741835367,3,2,1,0.5335285800113398,0,2025-05-10 14:35:46.134045,1567,1.7000230554070686
593,2,2.067671489558452,2,0.12431433274030029,0.4696155623576074,0,0,2,2.7738539046426105,2,0,3,1.4253636226154696,0,2025-05-30 00:51:46.134045,"3721,5677",4.067006547247519
594,3,1.2026551502644882,7,0.8488027788148396,0.3631247107734441,0,1,2,4.043267298892276,3,0,4,0.7047898593653475,0,2025-06-05 04:46:46.134045,"6712,6129",4.146527232839185
595,2,2.360384270388371,7,0.8926062411020446,0.7327541956705592,0,2,2,6.383725399159292,2,5,0,1.770591640312162,1,2025-05-09 23:24:46.134045,"3061,349,1247",4.136816051350519
596,1,3.3969075320656863,2,3.708535919263503,0.8461524437415656,1,0,1,2.0690591140593266,3,1,2,1.5163009685195195,1,2025-06-03 03:08:46.134045,"720,7743,5896,4265,9667",5.227601774646519
597,5,2.0235798328342836,4,0.20516952404763475,0.8543966643062522,0,0,1,4.947936500651387,1,0,4,0.9220227536905062,0,2025-05-16 13:28:46.134045,"5999,8476",1.3746504125475845
598,5,3.330257779156228,7,1.4317499081014358,0.12114571393407714,0,2,0,2.2099508718647796,2,2,2,1.3880851455631618,0,2025-06-06 14:07:46.134045,"9235,2490,7724,1195,6298",2.1407579881058787
599,2,4.23813192042712,9,0.5778377610609965,0.7613679053506286,0,0,5,2.306036083246595,1,1,2,0.9654690466307015,0,2025-05-13 12:53:46.134045,5653,4.751239483504203
600,1,4.5305246891202735,9,0.19789529351767673,0.19995461970527773,0,0,1,0.17837449811859818,0,1,4,1.3248251419406052,0,2025-05-15 04:58:46.134045,"5032,875,9070,3269",5.2455291377543825
601,3,0.811763913489999,5,0.749203301745168,0.012178345024572712,1,1,1,0.49995894813559927,0,1,4,0.7348129542628572,0,2025-05-30 12:21:46.134045,"9996,7898,4905,7758,4810",1.7777099551485884
602,0,0.8169369935813298,1,0.8377607655884757,0.27545903527924664,0,0,4,0.13517202702529207,0,0,3,0.8211231745176787,0,2025-05-24 18:15:46.134045,"8779,4525,4824,6181",1.7826333982089835
603,2,1.5555700032742887,0,0.6778083360029363,0.2928685982319579,0,0,5,4.865593387042876,3,1,4,1.2612238381863812,0,2025-05-08 17:29:46.134045,"3147,3167,8430",2.285138534424504
604,6,2.1287152012598405,6,2.176939023910268,0.809789054083428,0,1,2,3.829123304251607,0,2,2,1.0142078647287383,1,2025-05-21 19:15:46.134045,"8872,5319,3322,7189,6486",2.457989309853199
605,7,3.5866519998435806,1,2.741451238618055,0.7423963152427697,0,0,0,5.392635621267568,1,0,1,0.8871614631260354,0,2025-05-21 07:13:46.134045,"2612,2553,6607",1.6021704444945164
606,3,2.627241221090955,9,0.24154199475972632,0.08468457028813392,0,1,1,0.9783968182238247,1,1,4,0.11590706620542157,0,2025-05-24 10:23:46.134045,"1312,4691,2414,6056",2.7173328060679163
607,3,0.7967128703275002,9,0.2757131221056785,0.3259613077877195,0,1,3,2.64152420400728,2,2,4,0.9111073677738766,0,2025-05-11 21:43:46.134045,"1037,9051,673,2124",4.105667144189092
608,3,1.3883425915256717,3,0.8202430338290874,0.2512998466801655,0,0,0,2.4810902245956954,1,2,4,1.4416501319759147,0,2025-05-28 01:49:46.134045,"9916,6913,9459,2752",1.7581648074117613
609,1,1.9579997920344856,5,0.5789106051026112,0.5954551877860335,0,0,1,2.8677670327186244,0,0,3,1.5868260648967498,0,2025-06-06 10:02:46.134045,"4301,7813",3.0333190212086816
610,3,0.5108400218545048,6,2.5686485557255487,0.5415119732513967,0,2,2,1.0194475645972652,0,0,4,0.10431179437844385,0,2025-06-04 23:27:46.134045,"8442,7829,3501,1862",2.1381758652345773
611,4,2.0136684575409145,6,8.622167378040809,0.6789128055772071,0,0,1,4.346767355979562,1,2,2,1.474312351852206,1,2025-05-26 03:19:46.134045,"4967,2528,3272,3117",5.09720078210834
612,4,0.8115644089407545,6,0.2997089518001206,0.9107298319849904,0,1,2,1.324340862471919,0,1,3,1.42602500776801,0,2025-06-05 18:33:46.134045,"6575,4261,9265,3145",3.4785504323446297
613,1,0.34927886644262807,3,2.1566603565922815,0.4210735575840988,1,0,1,2.291628982070754,1,1,3,1.1006900283151704,0,2025-05-12 19:06:46.134045,"6286,6800,2727,1080,7064",3.6419606986701454
614,3,1.0530147205303857,9,1.4018608432388935,0.6559240108994772,0,1,3,5.054696455110238,1,0,3,1.1426207466065263,0,2025-06-05 08:46:46.134045,"5626,6144,449",1.6780719050968553
615,0,2.4110210548923354,9,1.5510246848757316,0.9183524917390006,0,0,2,3.317078192258951,3,1,4,1.314768044693911,0,2025-05-24 10:06:46.134045,"2559,3699",3.5427352318018768
616,2,2.4041157109865194,5,0.46068774335190726,0.5416805844305528,0,0,3,4.429370641137645,1,0,3,1.037043776995077,0,2025-05-22 14:22:46.134045,"6885,534,2995",4.110766273042421
617,4,2.0966539166874396,2,0.153375074164625,0.3082809800502456,0,0,3,2.8547389674560866,2,1,0,0.9711788264324813,0,2025-06-03 14:29:46.134045,"3976,7506",2.827313454748639
618,6,2.991613660540877,7,1.175448677941166,0.40290015440895655,0,0,0,4.579114284416508,1,1,0,1.430871862155239,0,2025-05-26 01:58:46.134045,"7150,4069,7022,5031,6008",1.8321114367623061
619,3,2.8855832342134344,0,1.4259578161011945,0.754613656657924,1,0,4,3.6975510184244906,2,1,0,1.8459081569925093,1,2025-06-01 01:43:46.134045,"9572,5186,191,744,1024",1.8189634115175781
620,2,2.2043813420702776,7,4.9472414121049315,0.7200111581060012,0,0,2,0.0,3,2,1,1.3290882192051199,1,2025-06-06 08:43:46.134045,"9102,4437,1641,3728",1.7510293297440462
621,4,2.0663818500257043,4,1.6869619739042985,0.7484154016865513,0,1,2,0.6676923170945437,2,0,1,0.16787466462127187,0,2025-05-08 11:48:46.134045,"8764,3719,669,5612",3.704638329413707
622,2,2.1295467052200965,7,0.8796290106377531,0.7432968902773425,0,0,3,1.5231932791618905,1,0,1,0.9938598924846784,0,2025-05-23 06:01:46.134045,"6880,7634,5925,9151",7.46054147911992
623,4,1.852354820062918,3,7.674275938425396,0.9204588986899616,0,1,1,2.8960404834521203,3,0,4,1.3522480950170093,1,2025-05-23 12:51:46.134045,"1719,4904,1898,712,877",0.32270507309631774
624,2,0.0,1,0.70078492673564,0.7640051458394751,0,0,3,1.5423790939400805,1,0,1,1.814429267165725,0,2025-05-08 11:34:46.134045,"8557,9493,3473,474",0.7737776127916964
625,6,3.1354848448198194,3,0.2661058060444315,0.8554370861230555,0,0,2,4.770185665642296,3,0,4,0.5398979819848352,1,2025-05-22 21:17:46.134045,8561,2.0020099072661472
626,2,2.3975228318936765,7,1.4434236808464853,0.5737116506160231,1,0,1,3.8325587202287306,0,3,4,1.7642422225444263,0,2025-05-23 03:10:46.134045,"8108,4274,4632,227,19",6.052641893979701
627,0,0.783672554172939,9,0.4643816566602521,0.644171386741776,0,0,1,2.7957480386276323,0,0,1,0.6927792132082823,0,2025-05-28 01:42:46.134045,4911,1.7899678466410809
628,5,3.427816619272437,0,3.830514031035163,0.9677194740192528,0,0,2,3.227947072187046,2,1,2,2.037536804302603,1,2025-05-25 00:50:46.134045,"7531,205,2087,1386",4.661726584021635
629,3,1.4100201317872294,4,0.8375792730555692,0.8703008759847547,1,1,0,5.243273567186677,1,0,4,1.210931297212416,0,2025-06-06 03:18:46.134045,"9353,7690,3706,8475",2.209393376064019
630,2,1.8922309973413778,5,0.24310151736817498,0.7773602406366273,0,0,4,0.704655239379302,2,0,1,1.2297259333557975,0,2025-06-02 15:36:46.134045,"9177,5551,822,4621,6340",5.248141625641146
631,5,3.0235755955682535,3,0.2290810518902036,0.6855146423443877,0,0,1,4.372955817692048,0,0,4,1.5538590172732842,0,2025-05-19 22:53:46.134045,"4640,6045,235,624",0.8053713266852407
632,4,2.2201393583895888,3,1.5731885794776157,0.35851823777615366,0,2,2,3.50354130094414,0,0,4,1.8640667090166727,0,2025-06-05 23:16:46.134045,"5270,2457",1.497934314069116
633,4,3.335375841915899,3,0.6833165442963391,0.5481255637554632,0,1,3,7.248200281061934,2,2,0,0.3021971165822138,0,2025-05-12 03:44:46.134045,"8303,5933,976,8432",3.7947273740082013
634,7,1.6478985009572102,2,0.6781855609240471,0.055128188472936435,0,0,4,4.715927712668211,0,1,0,1.097397825127415,0,2025-05-12 06:32:46.134045,"419,4397,2918,3013",1.648653891966219
635,2,3.6911732112803355,9,1.421377836622099,0.4161667496041844,0,0,3,3.6044196809642934,0,1,4,0.8422579509537065,0,2025-06-06 05:57:46.134045,"8419,3111,8054,508,4315",0.6196068386674913
636,2,1.2221971001674778,4,0.37560231509330516,0.11189641773498094,1,0,0,2.8136915807044276,1,2,1,0.26708205352988357,0,2025-05-30 09:13:46.134045,"4661,4345",3.2704710763113813
637,5,3.317622329309618,5,0.23573223363857265,0.7286395359115408,0,0,1,4.043983154841275,2,1,0,1.475788976000482,0,2025-05-22 23:52:46.134045,"2500,1907",1.6030336246858568
638,4,0.0,2,1.6061856933546013,0.8923176371198865,0,1,3,1.6758426668430468,0,1,2,1.708268513059548,0,2025-05-24 19:56:46.134045,"9014,5811",2.5567992045099475
639,3,0.8998079486658501,2,0.007876196960055239,0.17408299568920804,0,1,2,0.4007242757813856,1,1,2,1.7218361406417095,0,2025-05-08 11:17:46.134045,"7108,4139",1.778788675313086
640,2,2.2979661384893193,8,3.5686320629949426,0.245683383799847,0,0,3,3.2570844327429276,5,2,2,0.5993163209900965,1,2025-05-13 19:32:46.134045,"5672,8267,4467,4421,4647",3.8587522639198006
641,4,1.5995545738568926,1,0.3031208881381746,0.8569809425533081,0,0,3,3.560194587552168,3,1,2,0.550047522787179,0,2025-05-28 21:38:46.134045,"6976,7287",2.274708300284706
642,4,1.925251380097437,5,0.8909197591651623,0.5858321753985994,0,0,3,1.0310992704845556,1,1,1,1.127811816651153,0,2025-06-01 10:30:46.134045,"6806,2195,2116,105",0.4370126237687755
643,5,2.0416509201607114,7,0.35639347583564196,0.5883088828251491,0,0,2,0.26588862896225685,1,4,4,0.5819260617274038,1,2025-06-03 17:36:46.134045,"4981,337,6733,5157",3.967610638156786
644,1,0.8090973918729454,7,0.36927222630366097,0.5628763646458568,0,1,1,3.8567623001134415,0,1,3,1.1632054242871193,0,2025-05-21 13:46:46.134045,6850,6.3926524153730995
645,2,0.884070385127433,0,2.7027271350693174,0.2182607607252215,0,0,4,4.108644618378699,1,1,3,0.7212713082409705,0,2025-06-01 03:54:46.134045,4460,5.142134221968187
646,1,2.232122048808421,0,1.319336275002521,0.24330301520041708,1,1,3,1.877022975473822,0,2,0,0.7601024069171242,0,2025-06-02 15:24:46.134045,3578,4.82671194140832
647,4,1.3336670481782202,7,0.5597517620332695,0.9496431154787687,1,0,3,0.8449297994622409,2,4,1,1.3653695156531438,1,2025-06-01 21:53:46.134045,"4891,3612,7592,9289",7.286967207792687
648,1,3.3410338589611683,0,0.43372217974887817,0.7234701521068021,0,0,1,4.875934995531667,0,1,1,0.824964341553545,0,2025-05-10 08:32:46.134045,"3676,6181",3.7234474660529626
649,3,1.808052844567215,2,0.3590283830236187,0.09043448706535495,0,2,0,4.456478050542113,1,3,3,0.866291987357921,0,2025-05-26 19:07:46.134045,8782,0.6606718018356544
650,1,2.7187512431068304,8,1.2126631626303221,0.22293827165861224,0,0,1,3.2629717520939168,2,1,1,1.2711107880565669,0,2025-05-29 07:06:46.134045,"8029,6444",2.424584960357639
651,2,2.442851669307107,2,1.9683920299440794,0.6271155211808765,0,0,3,6.89340527848257,1,0,2,1.1366395105049443,0,2025-05-13 22:21:46.134045,"4928,5227,3865,5511",2.6924113228979203
652,5,1.398838942827314,1,0.43859451548716155,0.2834653869239495,0,0,3,3.6382824211160103,0,0,0,0.8319857656165446,0,2025-06-06 01:56:46.134045,"7565,371,6130",4.4971501892359225
653,4,0.019671213047627534,0,0.6058757984572911,0.2517336560066129,0,0,2,2.9584755798522915,0,3,1,1.9292998116007447,0,2025-05-28 20:30:46.134045,"4625,8524,2407,20",2.590952777472525
654,3,3.184941367621047,0,1.911408343670074,0.20234799300314,0,0,3,1.8909843848873458,0,1,1,1.992845031145416,0,2025-05-20 19:06:46.134045,"8374,5859,1139",0.9904247716181707
655,3,1.0210909233028573,9,2.004988355250794,0.18572686353665158,0,0,4,2.541481841479383,2,1,3,1.2217080043703175,0,2025-06-04 10:25:46.134045,1409,2.947414048279215
656,5,1.5962419445212555,2,0.3485094686992615,0.6133305817702374,0,2,3,0.8900293731124829,1,2,2,0.18830952917481747,0,2025-05-21 09:47:46.134045,4064,1.963500105128804
657,3,1.849157558433426,5,0.7223914050426541,0.9058488238817073,0,3,3,1.9223098710731694,0,0,1,0.7241995713164324,0,2025-05-25 14:53:46.134045,"4510,6849,7434,4175",2.6317645795352487
658,2,1.948988431896319,6,3.059843534365723,0.3611318559695591,0,0,0,5.63165579402774,2,0,2,0.14839455666916224,0,2025-05-09 23:46:46.134045,"8703,465,9799",1.5959135371611173
659,1,2.9619586625390184,5,2.0217199975424407,0.12150860137617181,0,1,0,3.3112640493649095,2,1,2,1.9231258254111565,0,2025-05-09 00:28:46.134045,"6736,6193,4628",6.116945520373667
660,2,2.005824057923277,5,0.26599264807269263,0.12429934268542886,0,0,2,3.9449594532383885,1,0,1,0.6094807738033172,0,2025-06-01 16:34:46.134045,"3555,6340,7484,4357,597",0.24606714073928018
661,1,1.8726459097406694,8,0.7315499622790028,0.9336897048986453,1,0,1,0.31131760263525177,0,2,1,1.095142567200026,0,2025-05-22 19:36:46.134045,"2605,2893",0.7788651760997677
662,2,3.0184559565450133,3,5.434288280449386,0.5287354781178689,0,1,4,5.791237812097165,1,0,3,1.3047404268330451,1,2025-05-16 04:37:46.134045,"6896,3088,999",1.1875768034176601
663,1,2.600652371886785,4,1.1178536209132106,0.4662855106777537,0,0,0,4.1447355036084605,1,1,3,1.3171122383881981,0,2025-05-14 07:47:46.134045,"5627,49,925,1625",2.7910819526491446
664,3,1.2644295540193449,0,1.9059498757252218,0.890741243950107,0,1,0,2.5594736957839563,1,0,0,0.8632261398591026,0,2025-05-31 18:03:46.134045,4154,1.1175422327199134
665,3,0.852844622521167,3,0.14482420087352016,0.5071129373486559,1,0,2,5.5523328476996685,2,2,3,1.4722613392031896,0,2025-05-12 09:37:46.134045,"5378,3930,3663",0.25864958492944057
666,6,1.1763002248000807,9,2.680247106767604,0.48059889284860646,0,0,1,0.399543071673119,0,0,1,0.357735726882656,0,2025-05-10 18:11:46.134045,3484,0.7613624034619251
667,5,1.9507802498117852,5,1.392487741586963,0.9266525336023682,0,0,2,6.765229882445956,0,1,0,0.5216497771446111,0,2025-05-12 13:30:46.134045,"9232,5712,6085",4.848889605904578
668,6,0.7539462248295778,6,0.2896499311966567,0.4744591229539643,1,0,0,2.7162089559974034,1,1,0,1.1135293351187943,0,2025-05-21 07:42:46.134045,9240,3.4937724648626167
669,1,2.090753047162468,1,0.7175661382341558,0.3909610757740035,0,0,1,0.8439736382908127,4,0,0,2.0203184830735625,0,2025-05-14 17:47:46.134045,"3215,3654,6029,9187,9646",2.5172837758958257
670,2,1.8708016902096591,9,0.1300168502590725,0.5816621319666938,0,1,5,1.9103329500638542,2,0,3,0.9693631160179693,0,2025-06-02 11:28:46.134045,7415,1.8725502917497796
671,4,0.0,5,2.250946080132695,0.9772315315338098,0,0,4,1.0120538210551233,2,0,1,1.6829926114151204,0,2025-05-09 07:11:46.134045,"7769,9328,4452,3105",0.7948344850918092
672,2,0.5938248137327051,2,2.0490260047123527,0.9638290426003434,0,0,1,4.48601221510285,1,4,2,1.588110259551355,0,2025-05-27 10:50:46.134045,"7367,6608,942,8757",1.1005862788685188
673,1,0.0,6,1.0106964550156752,0.7756014040221038,0,1,3,2.353497485575461,2,1,2,0.873609449396705,0,2025-05-26 06:11:46.134045,"9017,4585,7847,4160,1190",2.737506193069935
674,4,1.6560969389556908,8,0.9022648663918115,0.49928085928743116,0,0,1,0.0,1,3,0,1.5224045428494484,0,2025-06-06 13:32:46.134045,8862,5.162190690572363
675,4,3.0740136453460005,3,0.9338223335759537,0.8814617083697632,0,0,3,0.48080532788953523,1,2,2,1.416528539478198,0,2025-06-03 18:21:46.134045,"4736,9771",0.6759075478665211
676,1,0.1093420445719957,7,0.05728004663080247,0.4193829783791647,0,1,3,0.3003404753086669,1,0,3,1.0193268304202576,0,2025-05-20 02:00:46.134045,4401,4.678563964620962
677,4,0.6777131802066356,9,0.6888803491817418,0.640143044740331,0,0,1,4.549354833696436,2,0,0,0.7604056106900563,0,2025-06-06 11:35:46.134045,9188,2.0392688607434315
678,3,1.8362621327268185,5,0.20631597366921717,0.1794268436357721,0,0,0,3.549078265328961,0,0,0,2.0954571753477174,0,2025-05-26 10:48:46.134045,"2835,5985",0.6622962162003855
679,1,0.9362469711465724,2,0.306468641830804,0.6612876467619041,1,0,1,1.2778459879164061,1,0,2,0.8553185040874771,0,2025-05-23 15:21:46.134045,"9832,674",2.66838045856555
680,2,0.9313272329332081,2,4.909867689765991,0.27610591602835066,0,1,4,2.338992069573737,0,1,1,0.20272081403194042,0,2025-05-21 16:35:46.134045,"4658,1186,3913",2.712619980446054
681,1,2.5415941061731595,2,0.45528067910336223,0.7717529816548947,0,0,2,2.921821935878402,4,0,1,0.8747567405684701,0,2025-05-21 17:38:46.134045,2098,4.518621803100775
682,2,1.5051045554270792,3,0.9913829757502838,0.41404016131390675,1,0,4,2.284899450008006,2,1,4,1.2472142058448101,1,2025-05-11 09:14:46.134045,"5428,9427,4129",4.078350423404717
683,2,0.5132751126020185,1,3.2811078866880097,0.3984097845466673,0,1,0,2.0219660389637983,1,2,1,0.8871600946785956,0,2025-05-16 21:18:46.134045,"8319,4888,2002",3.1355192702916406
684,3,0.0,4,0.8003518805230904,0.7465776474475811,0,2,1,2.0124160159993347,1,1,4,1.549402779499489,0,2025-05-31 13:42:46.134045,"7733,7025",3.9178046800408683
685,4,4.208407770063731,7,1.128130154299031,0.42531863916988,0,1,1,5.825022515383262,2,0,0,0.7348259947917273,0,2025-05-28 09:57:46.134045,"2740,7092,3232",2.5779633543227987
686,4,3.128309054562671,6,0.2773051120586317,0.7140213572496472,0,0,0,2.2150718238805003,1,0,2,1.618475813171854,0,2025-06-05 06:08:46.134045,"1368,5243,4878,4036",1.4516803985197433
687,0,1.5483666539379835,8,0.5033756713831349,0.8550655605465821,0,1,4,5.6127234537146,0,1,0,0.8886373109805362,0,2025-05-20 00:48:46.134045,"3230,7425,3984,2332",4.081419568963191
688,3,2.087858011663937,2,1.0581763220758047,0.13687863467913342,1,1,2,2.393405443948538,1,3,0,0.5912769949351846,0,2025-05-21 03:15:46.134045,"8301,3976",2.660189113775969
689,0,1.511468937903012,3,0.6809627280089883,0.47902299599733067,0,0,1,4.031882844141555,0,0,3,0.9549784951214593,0,2025-06-04 05:57:46.134045,3531,2.154540523109228
